filename,score
taco2griffin_lim-DR-0023,2.25
taco2griffin_lim-DR-0024,5.0
taco2griffin_lim-DR-0025,2.0
taco2griffin_lim-DR-0026,2.0
taco2griffin_lim-DR-0028,3.0
taco2griffin_lim-DR-0029,1.0
taco2griffin_lim-FN-0000,2.0
taco2griffin_lim-FN-0001,1.5
taco2griffin_lim-FN-0002,2.0
taco2griffin_lim-FN-0004,2.0
taco2griffin_lim-FN-0006,2.0
taco2griffin_lim-FN-0008,3.3333333333333335
taco2griffin_lim-FN-0009,2.5
taco2griffin_lim-FN-0011,2.5
taco2griffin_lim-FN-0013,2.0
taco2griffin_lim-FN-0014,2.0
taco2griffin_lim-FN-0016,1.3333333333333333
taco2griffin_lim-FN-0018,2.0
taco2griffin_lim-FN-0019,2.0
taco2griffin_lim-FN-0020,2.0
taco2griffin_lim-FN-0021,5.0
taco2griffin_lim-FN-0023,2.0
taco2griffin_lim-FN-0024,2.5
taco2griffin_lim-FN-0025,2.5
taco2griffin_lim-FN-0027,2.0
taco2griffin_lim-FN-0028,1.0
taco2griffin_lim-GM-0000,3.0
taco2griffin_lim-GM-0002,3.0
taco2griffin_lim-GM-0004,1.0
taco2griffin_lim-GM-0010,2.0
taco2griffin_lim-GM-0011,2.0
taco2griffin_lim-GM-0012,2.0
taco2griffin_lim-GM-0013,1.3333333333333333
taco2griffin_lim-GM-0014,3.0
taco2griffin_lim-GM-0016,3.0
taco2griffin_lim-GM-0020,3.0
taco2griffin_lim-GM-0021,3.0
taco2griffin_lim-GM-0022,2.0
taco2griffin_lim-GM-0023,1.5
taco2griffin_lim-GM-0025,3.0
taco2griffin_lim-GM-0026,2.0
taco2griffin_lim-GM-0027,3.0
taco2griffin_lim-GM-0028,3.0
taco2griffin_lim-GM-0029,2.0
taco2griffin_lim-GS-0000,2.0
taco2griffin_lim-GS-0001,2.6666666666666665
taco2griffin_lim-GS-0002,3.0
taco2griffin_lim-GS-0005,1.0
taco2griffin_lim-GS-0008,3.0
taco2griffin_lim-GS-0009,2.5
taco2griffin_lim-GS-0010,2.0
taco2griffin_lim-GS-0011,3.0
taco2griffin_lim-GS-0012,3.0
taco2griffin_lim-GS-0013,3.0
taco2griffin_lim-GS-0014,1.5
taco2griffin_lim-GS-0015,2.0
taco2griffin_lim-GS-0016,3.0
taco2griffin_lim-GS-0019,3.0
taco2griffin_lim-GS-0020,3.0
taco2griffin_lim-GS-0023,1.5
taco2griffin_lim-GS-0026,3.0
taco2griffin_lim-GS-0027,3.0
taco2griffin_lim-GS-0028,4.0
taco2griffin_lim-GS-0029,3.0
taco2griffin_lim-IR-0002,1.5
taco2griffin_lim-IR-0003,1.0
taco2griffin_lim-IR-0005,1.0
taco2griffin_lim-IR-0006,3.0
taco2griffin_lim-IR-0009,2.5
taco2griffin_lim-IR-0015,5.0
taco2griffin_lim-IR-0017,1.0
taco2griffin_lim-IR-0018,2.0
taco2griffin_lim-IR-0019,2.0
taco2griffin_lim-IR-0020,2.0
taco2griffin_lim-IR-0021,3.0
taco2griffin_lim-IR-0024,1.0
taco2griffin_lim-IR-0027,3.0
taco2griffin_lim-LI-0001,2.0
taco2griffin_lim-LI-0002,2.0
taco2griffin_lim-LI-0003,2.5
taco2griffin_lim-LI-0004,1.0
taco2griffin_lim-LI-0007,2.0
taco2griffin_lim-LI-0008,3.5
taco2griffin_lim-LI-0009,1.0
taco2griffin_lim-LI-0011,3.0
taco2griffin_lim-LI-0013,1.0
taco2griffin_lim-LI-0014,1.0
taco2griffin_lim-LI-0016,2.0
taco2griffin_lim-LI-0017,2.0
taco2griffin_lim-LI-0020,3.0
taco2griffin_lim-LI-0022,2.3333333333333335
taco2griffin_lim-LI-0025,1.5
taco2griffin_lim-LI-0026,5.0
taco2griffin_lim-LI-0028,3.0
taco2griffin_lim-LN-0000,2.5
taco2griffin_lim-LN-0001,2.0
taco2griffin_lim-LN-0002,3.0
taco2griffin_lim-LN-0005,1.0
taco2griffin_lim-LN-0006,1.5
taco2griffin_lim-LN-0007,2.0
taco2griffin_lim-LN-0008,2.0
taco2griffin_lim-LN-0009,1.0
taco2griffin_lim-LN-0011,2.0
taco2griffin_lim-LN-0012,1.0
taco2griffin_lim-LN-0016,2.0
taco2griffin_lim-LN-0020,2.0
taco2griffin_lim-LN-0021,2.0
taco2griffin_lim-LN-0025,1.5
taco2griffin_lim-LN-0026,2.0
taco2griffin_lim-LN-0029,1.0
taco2griffin_lim-LU-0001,1.0
taco2griffin_lim-LU-0003,2.5
taco2griffin_lim-LU-0008,1.0
taco2griffin_lim-LU-0011,1.6666666666666667
taco2griffin_lim-LU-0014,1.0
taco2griffin_lim-LU-0016,1.6666666666666667
taco2griffin_lim-LU-0019,2.0
taco2griffin_lim-LU-0020,2.0
taco2griffin_lim-LU-0021,1.0
taco2griffin_lim-LU-0022,4.0
taco2griffin_lim-LU-0023,2.0
taco2griffin_lim-LU-0024,2.0
taco2griffin_lim-LU-0025,3.5
taco2griffin_lim-LU-0026,2.0
taco2griffin_lim-LU-0027,3.0
taco2griffin_lim-LU-0029,3.0
taco2griffin_lim-MA-0001,1.6666666666666667
taco2griffin_lim-MA-0002,2.0
taco2griffin_lim-MA-0003,2.0
taco2griffin_lim-MA-0004,2.0
taco2griffin_lim-MA-0005,1.0
taco2griffin_lim-MA-0006,1.0
taco2griffin_lim-MA-0007,1.0
taco2griffin_lim-MA-0008,1.5
taco2griffin_lim-MA-0009,1.0
taco2griffin_lim-MA-0010,2.0
taco2griffin_lim-MA-0013,3.5
taco2griffin_lim-MA-0021,3.0
taco2griffin_lim-MA-0022,3.0
taco2griffin_lim-MA-0023,2.0
taco2griffin_lim-MA-0027,1.0
taco2griffin_lim-MA-0028,3.0
taco2griffin_lim-PE-0001,1.5
taco2griffin_lim-PE-0002,3.0
taco2griffin_lim-PE-0005,2.0
taco2griffin_lim-PE-0006,4.0
taco2griffin_lim-PE-0010,2.5
taco2griffin_lim-PE-0013,1.0
taco2griffin_lim-PE-0014,2.0
taco2griffin_lim-PE-0016,4.0
taco2griffin_lim-PE-0017,3.0
taco2griffin_lim-PE-0018,2.0
taco2griffin_lim-PE-0021,4.0
taco2griffin_lim-PE-0022,2.0
taco2griffin_lim-PE-0024,1.6666666666666667
taco2griffin_lim-PE-0025,2.5
taco2griffin_lim-PE-0026,3.3333333333333335
taco2griffin_lim-PE-0027,1.3333333333333333
taco2griffin_lim-PE-0029,2.0
taco2griffin_lim-RC-0000,3.0
taco2griffin_lim-RC-0001,2.0
taco2griffin_lim-RC-0002,1.0
taco2griffin_lim-RC-0003,1.5
taco2griffin_lim-RC-0005,1.0
taco2griffin_lim-RC-0008,3.0
taco2griffin_lim-RC-0009,2.5
taco2griffin_lim-RC-0012,2.3333333333333335
taco2griffin_lim-RC-0014,3.0
taco2griffin_lim-RC-0016,3.0
taco2griffin_lim-RC-0021,2.5
taco2griffin_lim-RC-0025,1.5
taco2griffin_lim-RC-0026,3.0
taco2griffin_lim-RC-0029,1.5
taco2hifigan-BZ-0000,2.3333333333333335
taco2hifigan-BZ-0001,4.0
taco2hifigan-BZ-0002,3.5
taco2hifigan-BZ-0007,4.333333333333333
taco2hifigan-BZ-0010,4.0
taco2hifigan-BZ-0012,4.0
taco2hifigan-BZ-0013,2.5
taco2hifigan-BZ-0014,2.0
taco2hifigan-BZ-0016,2.3333333333333335
taco2hifigan-BZ-0017,3.0
taco2hifigan-BZ-0018,3.3333333333333335
taco2hifigan-BZ-0019,2.3333333333333335
taco2hifigan-BZ-0020,2.0
taco2hifigan-BZ-0021,4.0
taco2hifigan-BZ-0022,2.0
taco2hifigan-BZ-0023,5.0
taco2hifigan-BZ-0025,4.0
taco2hifigan-BZ-0028,3.0
taco2hifigan-DI-0001,4.0
taco2hifigan-DI-0003,4.0
taco2hifigan-DI-0004,5.0
taco2hifigan-DI-0009,5.0
taco2hifigan-DI-0010,3.0
taco2hifigan-DI-0011,5.0
taco2hifigan-DI-0014,5.0
taco2hifigan-DI-0015,5.0
taco2hifigan-DI-0016,4.5
taco2hifigan-DI-0017,4.0
taco2hifigan-DI-0021,3.0
taco2hifigan-DI-0022,3.25
taco2hifigan-DI-0023,3.0
taco2hifigan-DI-0024,5.0
taco2hifigan-DI-0025,4.0
taco2hifigan-DI-0026,5.0
taco2hifigan-DI-0028,2.5
taco2hifigan-DR-0000,5.0
taco2hifigan-DR-0003,3.0
taco2hifigan-DR-0004,3.5
taco2hifigan-DR-0005,3.5
taco2hifigan-DR-0007,2.5
taco2hifigan-DR-0008,3.0
taco2hifigan-DR-0009,3.0
taco2hifigan-DR-0010,5.0
taco2hifigan-DR-0013,3.5
taco2hifigan-DR-0014,3.0
taco2hifigan-DR-0016,3.0
taco2hifigan-DR-0017,3.0
taco2hifigan-DR-0018,3.0
taco2hifigan-DR-0019,4.0
taco2hifigan-DR-0024,3.5
taco2hifigan-DR-0025,5.0
taco2hifigan-DR-0027,5.0
taco2hifigan-DR-0028,2.0
taco2hifigan-DR-0029,4.0
taco2hifigan-FN-0000,4.0
taco2hifigan-FN-0001,5.0
taco2hifigan-FN-0002,4.0
taco2hifigan-FN-0004,4.0
taco2hifigan-FN-0007,3.0
taco2hifigan-FN-0008,5.0
taco2hifigan-FN-0009,1.0
taco2hifigan-FN-0010,3.3333333333333335
taco2hifigan-FN-0012,3.0
taco2hifigan-FN-0014,2.0
taco2hifigan-FN-0016,3.0
taco2hifigan-FN-0017,4.333333333333333
taco2hifigan-FN-0019,3.0
taco2hifigan-FN-0020,2.0
taco2hifigan-FN-0021,3.0
taco2hifigan-FN-0022,3.0
taco2hifigan-FN-0023,5.0
taco2hifigan-FN-0024,4.0
taco2hifigan-FN-0026,4.0
taco2hifigan-FN-0028,3.0
taco2hifigan-FN-0029,4.0
taco2hifigan-GM-0000,5.0
taco2hifigan-GM-0002,5.0
taco2hifigan-GM-0004,4.333333333333333
taco2hifigan-GM-0006,5.0
taco2hifigan-GM-0008,3.5
taco2hifigan-GM-0009,4.0
taco2hifigan-GM-0010,5.0
taco2hifigan-GM-0012,5.0
taco2hifigan-GM-0013,4.0
taco2hifigan-GM-0016,5.0
taco2hifigan-GM-0017,5.0
taco2hifigan-GM-0019,5.0
taco2hifigan-GM-0021,5.0
taco2hifigan-GM-0024,4.0
taco2hifigan-GM-0025,3.0
taco2hifigan-GM-0027,4.0
taco2hifigan-GM-0028,5.0
taco2hifigan-GM-0029,4.0
taco2hifigan-GS-0000,5.0
taco2hifigan-GS-0001,4.333333333333333
taco2hifigan-GS-0006,4.0
taco2hifigan-GS-0007,5.0
taco2hifigan-GS-0008,4.0
taco2hifigan-GS-0009,5.0
taco2hifigan-GS-0013,4.333333333333333
taco2hifigan-GS-0015,5.0
taco2hifigan-GS-0016,4.666666666666667
taco2hifigan-GS-0017,4.0
taco2hifigan-GS-0021,4.0
taco2hifigan-GS-0023,4.5
taco2hifigan-GS-0024,5.0
taco2hifigan-GS-0026,4.0
taco2hifigan-GS-0027,5.0
taco2hifigan-IR-0000,4.0
taco2hifigan-IR-0001,3.0
taco2hifigan-IR-0002,3.5
taco2hifigan-IR-0003,3.6666666666666665
taco2hifigan-IR-0004,5.0
taco2hifigan-IR-0006,3.0
taco2hifigan-IR-0007,5.0
taco2hifigan-IR-0008,2.0
taco2hifigan-IR-0011,2.0
taco2hifigan-IR-0012,5.0
taco2hifigan-IR-0013,4.0
taco2hifigan-IR-0016,4.0
taco2hifigan-IR-0017,3.0
taco2hifigan-IR-0021,3.0
taco2hifigan-IR-0022,3.0
taco2hifigan-IR-0023,2.0
taco2hifigan-IR-0024,3.0
taco2hifigan-IR-0025,3.0
taco2hifigan-IR-0029,2.0
taco2hifigan-LI-0004,4.5
taco2hifigan-LI-0006,5.0
taco2hifigan-LI-0007,3.0
taco2hifigan-LI-0008,5.0
taco2hifigan-LI-0009,5.0
taco2hifigan-LI-0010,5.0
taco2hifigan-LI-0013,4.0
taco2hifigan-LI-0015,4.0
taco2hifigan-LI-0021,5.0
taco2hifigan-LI-0022,4.0
taco2hifigan-LI-0024,5.0
taco2hifigan-LI-0025,5.0
taco2hifigan-LI-0028,4.0
taco2hifigan-LN-0000,3.0
taco2hifigan-LN-0001,2.6666666666666665
taco2hifigan-LN-0002,3.5
taco2hifigan-LN-0003,2.0
taco2hifigan-LN-0006,3.0
taco2hifigan-LN-0007,2.5
taco2hifigan-LN-0008,2.0
taco2hifigan-LN-0009,2.0
taco2hifigan-LN-0010,4.0
taco2hifigan-LN-0011,1.0
taco2hifigan-LN-0012,2.0
taco2hifigan-LN-0013,4.0
taco2hifigan-LN-0014,3.0
taco2hifigan-LN-0015,3.0
taco2hifigan-LN-0016,3.0
taco2hifigan-LN-0020,1.5
taco2hifigan-LN-0021,3.0
taco2hifigan-LN-0023,2.3333333333333335
taco2hifigan-LN-0024,2.6666666666666665
taco2hifigan-LN-0025,1.0
taco2hifigan-LN-0027,2.5
taco2hifigan-LN-0028,2.0
taco2hifigan-LN-0029,2.0
taco2hifigan-LU-0000,3.5
taco2hifigan-LU-0003,1.0
taco2hifigan-LU-0006,3.0
taco2hifigan-LU-0007,4.0
taco2hifigan-LU-0009,4.0
taco2hifigan-LU-0013,4.0
taco2hifigan-LU-0014,3.5
taco2hifigan-LU-0017,3.0
taco2hifigan-LU-0018,4.0
taco2hifigan-LU-0020,2.0
taco2hifigan-LU-0021,4.0
taco2hifigan-LU-0023,3.5
taco2hifigan-LU-0025,3.25
taco2hifigan-LU-0028,3.0
taco2hifigan-LU-0029,4.0
taco2hifigan-MA-0000,4.0
taco2hifigan-MA-0003,1.0
taco2hifigan-MA-0004,2.0
taco2hifigan-MA-0006,2.5
taco2hifigan-MA-0008,4.0
taco2hifigan-MA-0009,4.0
taco2hifigan-MA-0011,3.0
taco2hifigan-MA-0012,1.0
taco2hifigan-MA-0013,2.0
taco2hifigan-MA-0014,2.3333333333333335
taco2hifigan-MA-0015,3.0
taco2hifigan-MA-0016,3.0
taco2hifigan-MA-0017,4.0
taco2hifigan-MA-0020,4.0
taco2hifigan-MA-0021,2.0
taco2hifigan-MA-0027,2.0
taco2hifigan-MA-0028,3.0
taco2hifigan-MA-0029,2.6666666666666665
taco2hifigan-PE-0000,4.0
taco2hifigan-PE-0001,5.0
taco2hifigan-PE-0002,3.0
taco2hifigan-PE-0003,5.0
taco2hifigan-PE-0005,2.5
taco2hifigan-PE-0006,5.0
taco2hifigan-PE-0007,4.0
taco2hifigan-PE-0010,3.0
taco2hifigan-PE-0011,4.0
taco2hifigan-PE-0012,3.5
taco2hifigan-PE-0013,5.0
taco2hifigan-PE-0016,4.0
taco2hifigan-PE-0018,3.5
taco2hifigan-PE-0023,4.5
taco2hifigan-PE-0024,4.5
taco2hifigan-PE-0025,1.0
taco2hifigan-PE-0027,4.333333333333333
taco2hifigan-PE-0028,4.0
taco2hifigan-PE-0029,3.0
taco2hifigan-RC-0000,3.0
taco2hifigan-RC-0002,3.5
taco2hifigan-RC-0003,3.5
taco2hifigan-RC-0004,3.0
taco2hifigan-RC-0005,2.6666666666666665
taco2hifigan-RC-0006,2.6666666666666665
taco2hifigan-RC-0007,1.5
taco2hifigan-RC-0009,3.0
taco2hifigan-RC-0012,3.0
taco2hifigan-RC-0013,4.0
taco2hifigan-RC-0014,3.0
taco2hifigan-RC-0015,3.0
taco2hifigan-RC-0016,4.0
taco2hifigan-RC-0017,4.0
taco2hifigan-RC-0018,2.0
taco2hifigan-RC-0020,4.0
taco2hifigan-RC-0024,4.0
taco2hifigan-RC-0026,3.6666666666666665
taco2hifigan-RC-0027,4.5
taco2waveglow-BZ-0000,3.0
taco2waveglow-BZ-0001,2.0
taco2waveglow-BZ-0003,3.75
taco2waveglow-BZ-0004,1.0
taco2waveglow-BZ-0005,2.5
taco2waveglow-BZ-0007,4.0
taco2waveglow-BZ-0008,3.5
taco2waveglow-BZ-0011,5.0
taco2waveglow-BZ-0012,4.0
taco2waveglow-BZ-0013,4.0
taco2waveglow-BZ-0015,3.0
taco2waveglow-BZ-0016,5.0
taco2waveglow-BZ-0018,1.0
taco2waveglow-BZ-0019,3.3333333333333335
taco2waveglow-BZ-0020,3.0
taco2waveglow-BZ-0021,2.0
taco2waveglow-BZ-0022,3.0
taco2waveglow-BZ-0023,3.5
taco2waveglow-BZ-0024,3.0
taco2waveglow-BZ-0025,4.0
taco2waveglow-BZ-0027,3.0
taco2waveglow-BZ-0028,2.3333333333333335
taco2waveglow-BZ-0029,2.0
taco2waveglow-DR-0003,3.6666666666666665
taco2waveglow-DR-0005,3.0
taco2waveglow-DR-0007,3.0
taco2waveglow-DR-0009,5.0
taco2waveglow-DR-0011,5.0
taco2waveglow-DR-0012,4.0
taco2waveglow-DR-0013,3.0
taco2waveglow-DR-0015,3.0
taco2waveglow-DR-0016,5.0
taco2waveglow-DR-0019,3.0
taco2waveglow-DR-0022,4.0
taco2waveglow-DR-0024,2.0
taco2waveglow-DR-0025,3.0
taco2waveglow-DR-0027,2.0
taco2waveglow-DR-0029,3.0
taco2waveglow-GM-0000,3.0
taco2waveglow-GM-0002,4.0
taco2waveglow-GM-0003,4.0
taco2waveglow-GM-0005,5.0
taco2waveglow-GM-0008,3.0
taco2waveglow-GM-0009,4.666666666666667
taco2waveglow-GM-0010,3.0
taco2waveglow-GM-0011,3.0
taco2waveglow-GM-0014,5.0
taco2waveglow-GM-0017,3.5
taco2waveglow-GM-0018,1.0
taco2waveglow-GM-0019,5.0
taco2waveglow-GM-0020,3.5
taco2waveglow-GM-0022,5.0
taco2waveglow-GM-0023,4.666666666666667
taco2waveglow-GM-0024,5.0
taco2waveglow-GM-0025,5.0
taco2waveglow-GM-0026,5.0
taco2waveglow-GM-0027,4.0
taco2waveglow-GM-0028,4.0
taco2waveglow-GM-0029,5.0
taco2waveglow-GS-0001,4.5
taco2waveglow-GS-0003,5.0
taco2waveglow-GS-0004,4.0
taco2waveglow-GS-0006,4.5
taco2waveglow-GS-0007,4.0
taco2waveglow-GS-0008,4.0
taco2waveglow-GS-0010,4.0
taco2waveglow-GS-0011,4.0
taco2waveglow-GS-0013,5.0
taco2waveglow-GS-0014,5.0
taco2waveglow-GS-0015,5.0
taco2waveglow-GS-0016,4.5
taco2waveglow-GS-0017,4.0
taco2waveglow-GS-0019,5.0
taco2waveglow-GS-0021,4.666666666666667
taco2waveglow-GS-0024,5.0
taco2waveglow-GS-0026,4.5
taco2waveglow-GS-0028,3.5
taco2waveglow-GS-0029,4.0
taco2waveglow-LI-0001,3.6666666666666665
taco2waveglow-LI-0002,4.0
taco2waveglow-LI-0003,4.25
taco2waveglow-LI-0004,5.0
taco2waveglow-LI-0006,3.0
taco2waveglow-LI-0007,3.8
taco2waveglow-LI-0008,4.0
taco2waveglow-LI-0009,5.0
taco2waveglow-LI-0011,4.5
taco2waveglow-LI-0012,5.0
taco2waveglow-LI-0013,5.0
taco2waveglow-LI-0014,5.0
taco2waveglow-LI-0015,4.5
taco2waveglow-LI-0019,5.0
taco2waveglow-LI-0020,3.5
taco2waveglow-LI-0021,3.75
taco2waveglow-LI-0023,3.0
taco2waveglow-LI-0024,4.5
taco2waveglow-LI-0026,4.0
taco2waveglow-LI-0027,4.75
taco2waveglow-LI-0029,4.0
taco2waveglow-LU-0000,2.3333333333333335
taco2waveglow-LU-0001,3.0
taco2waveglow-LU-0003,3.0
taco2waveglow-LU-0004,3.5
taco2waveglow-LU-0006,4.0
taco2waveglow-LU-0007,2.5
taco2waveglow-LU-0008,4.0
taco2waveglow-LU-0009,3.3333333333333335
taco2waveglow-LU-0012,2.5
taco2waveglow-LU-0014,2.0
taco2waveglow-LU-0015,3.0
taco2waveglow-LU-0017,5.0
taco2waveglow-LU-0021,4.0
taco2waveglow-LU-0022,3.5
taco2waveglow-LU-0024,3.0
taco2waveglow-LU-0026,2.0
taco2waveglow-LU-0027,4.0
taco2waveglow-LU-0028,4.0
taco2waveglow-LU-0029,3.25
taco2waveglow-PE-0000,4.5
taco2waveglow-PE-0001,3.0
taco2waveglow-PE-0002,5.0
taco2waveglow-PE-0004,5.0
taco2waveglow-PE-0005,1.0
taco2waveglow-PE-0006,5.0
taco2waveglow-PE-0007,4.0
taco2waveglow-PE-0009,4.5
taco2waveglow-PE-0011,5.0
taco2waveglow-PE-0013,5.0
taco2waveglow-PE-0014,5.0
taco2waveglow-PE-0016,4.0
taco2waveglow-PE-0018,5.0
taco2waveglow-PE-0019,4.0
taco2waveglow-PE-0020,3.0
taco2waveglow-PE-0021,4.0
taco2waveglow-PE-0022,4.0
taco2waveglow-PE-0023,4.5
taco2waveglow-PE-0024,4.666666666666667
taco2waveglow-PE-0025,4.333333333333333
taco2waveglow-PE-0026,3.0
taco2waveglow-PE-0028,4.5
taco2waveglow-PE-0029,4.0
vits_10107-0000,4.5
vits_10107-0003,5.0
vits_10107-0004,3.0
vits_10107-0005,3.5
vits_10107-0006,3.0
vits_10107-0007,4.0
vits_10107-0008,2.0
vits_10107-0009,4.0
vits_10107-0010,5.0
vits_10107-0011,3.5
vits_10107-0012,4.0
vits_10107-0015,3.0
vits_10107-0016,4.0
vits_10107-0018,3.5
vits_10107-0020,3.0
vits_10107-0021,3.75
vits_10107-0022,4.0
vits_10107-0025,4.0
vits_10107-0026,3.5
vits_10107-0027,4.0
vits_10107-0029,4.5
vits_10199-0000,3.0
vits_10199-0001,3.0
vits_10199-0002,5.0
vits_10199-0003,3.3333333333333335
vits_10199-0005,5.0
vits_10199-0007,1.0
vits_10199-0008,4.0
vits_10199-0010,3.0
vits_10199-0011,3.0
vits_10199-0012,3.5
vits_10199-0013,4.0
vits_10199-0016,2.6666666666666665
vits_10199-0017,3.0
vits_10199-0019,3.0
vits_10199-0020,2.75
vits_10199-0021,2.5
vits_10199-0023,3.0
vits_10199-0024,4.0
vits_10199-0026,3.0
vits_10199-0027,3.5
vits_10199-0029,3.5
vits_10670-0000,2.0
vits_10670-0003,3.3333333333333335
vits_10670-0004,2.6666666666666665
vits_10670-0005,2.0
vits_10670-0007,3.0
vits_10670-0008,2.0
vits_10670-0010,2.0
vits_10670-0011,2.6666666666666665
vits_10670-0013,1.5
vits_10670-0014,4.0
vits_10670-0018,4.0
vits_10670-0019,1.0
vits_10670-0020,3.5
vits_10670-0021,2.0
vits_10670-0022,3.75
vits_10670-0024,2.0
vits_10670-0025,4.0
vits_10670-0026,3.5
vits_10670-0028,3.0
vits_12249-0000,4.333333333333333
vits_12249-0002,4.5
vits_12249-0003,4.0
vits_12249-0004,4.0
vits_12249-0005,4.333333333333333
vits_12249-0006,4.0
vits_12249-0007,4.0
vits_12249-0008,4.0
vits_12249-0009,4.666666666666667
vits_12249-0010,4.0
vits_12249-0011,4.0
vits_12249-0012,5.0
vits_12249-0014,4.0
vits_12249-0015,5.0
vits_12249-0016,5.0
vits_12249-0017,4.5
vits_12249-0018,5.0
vits_12249-0019,3.6666666666666665
vits_12249-0020,4.0
vits_12249-0021,4.0
vits_12249-0022,3.5
vits_12249-0024,4.0
vits_12249-0025,3.0
vits_12249-0026,4.0
vits_12249-0027,5.0
vits_12249-0028,5.0
vits_12249-0029,4.0
vits_12865-0001,2.5
vits_12865-0002,3.0
vits_12865-0005,4.0
vits_12865-0006,3.6666666666666665
vits_12865-0007,1.0
vits_12865-0009,3.6666666666666665
vits_12865-0010,5.0
vits_12865-0011,3.0
vits_12865-0012,3.0
vits_12865-0013,4.0
vits_12865-0015,3.0
vits_12865-0016,4.0
vits_12865-0017,3.6666666666666665
vits_12865-0018,4.5
vits_12865-0019,4.0
vits_12865-0021,3.6666666666666665
vits_12865-0023,3.0
vits_12865-0024,4.0
vits_12865-0026,4.0
vits_12865-0027,4.0
vits_12865-0028,5.0
vits_12865-0029,2.0
vits_2959-0000,3.0
vits_2959-0001,5.0
vits_2959-0004,4.0
vits_2959-0005,2.0
vits_2959-0007,5.0
vits_2959-0008,4.25
vits_2959-0009,1.0
vits_2959-0011,3.0
vits_2959-0012,3.0
vits_2959-0013,4.0
vits_2959-0014,5.0
vits_2959-0016,3.5
vits_2959-0017,5.0
vits_2959-0018,4.0
vits_2959-0021,4.0
vits_2959-0022,4.0
vits_2959-0023,4.0
vits_2959-0024,2.0
vits_2959-0025,3.0
vits_2959-0026,4.0
vits_2959-0027,4.0
vits_2959-0029,2.75
vits_2961-0000,4.0
vits_2961-0003,4.0
vits_2961-0004,3.0
vits_2961-0005,5.0
vits_2961-0006,3.0
vits_2961-0007,3.5
vits_2961-0011,3.0
vits_2961-0013,4.0
vits_2961-0014,4.0
vits_2961-0015,3.5
vits_2961-0017,4.0
vits_2961-0018,4.0
vits_2961-0019,3.0
vits_2961-0020,3.0
vits_2961-0021,4.0
vits_2961-0022,4.0
vits_2961-0024,1.0
vits_2961-0025,4.0
vits_2961-0027,4.333333333333333
vits_2961-0028,2.0
vits_3369-0000,3.2857142857142856
vits_3369-0002,4.0
vits_3369-0004,4.0
vits_3369-0007,3.0
vits_3369-0008,2.3333333333333335
vits_3369-0009,3.0
vits_3369-0010,4.0
vits_3369-0011,3.0
vits_3369-0012,5.0
vits_3369-0014,4.5
vits_3369-0015,3.0
vits_3369-0019,3.5
vits_3369-0021,4.0
vits_3369-0022,4.0
vits_3369-0023,2.0
vits_3369-0024,3.0
vits_3369-0026,4.5
vits_3369-0027,4.0
vits_3369-0028,3.0
vits_3369-0029,4.5
vits_3427-0000,5.0
vits_3427-0001,4.0
vits_3427-0005,4.0
vits_3427-0006,3.0
vits_3427-0008,2.5
vits_3427-0009,3.0
vits_3427-0011,4.0
vits_3427-0012,2.0
vits_3427-0013,3.0
vits_3427-0014,4.5
vits_3427-0015,1.0
vits_3427-0016,3.0
vits_3427-0017,2.6666666666666665
vits_3427-0018,4.0
vits_3427-0019,2.5
vits_3427-0020,2.6
vits_3427-0021,3.0
vits_3427-0022,4.333333333333333
vits_3427-0026,5.0
vits_3427-0028,3.0
vits_3427-0029,3.0
vits_3814-0000,3.0
vits_3814-0001,1.0
vits_3814-0002,3.0
vits_3814-0004,3.0
vits_3814-0005,2.0
vits_3814-0010,1.0
vits_3814-0011,3.0
vits_3814-0013,3.0
vits_3814-0014,3.0
vits_3814-0015,3.0
vits_3814-0016,2.0
vits_3814-0017,4.0
vits_3814-0019,2.0
vits_3814-0020,1.0
vits_3814-0021,3.0
vits_3814-0023,3.0
vits_3814-0024,2.0
vits_3814-0025,3.0
vits_3814-0027,3.0
vits_3814-0029,3.0
vits_3976-0000,4.0
vits_3976-0001,3.5
vits_3976-0002,5.0
vits_3976-0003,3.25
vits_3976-0004,3.5
vits_3976-0005,4.5
vits_3976-0006,2.75
vits_3976-0007,2.0
vits_3976-0009,3.0
vits_3976-0011,2.5
vits_3976-0012,3.0
vits_3976-0013,3.0
vits_3976-0014,4.0
vits_3976-0015,3.0
vits_3976-0020,4.0
vits_3976-0021,3.0
vits_3976-0022,2.5
vits_3976-0023,4.0
vits_3976-0026,3.6666666666666665
vits_3976-0027,3.0
vits_3976-0029,5.0
vits_4367-0000,5.0
vits_4367-0001,2.6666666666666665
vits_4367-0003,2.5
vits_4367-0006,3.0
vits_4367-0007,3.0
vits_4367-0008,3.0
vits_4367-0009,2.0
vits_4367-0010,4.0
vits_4367-0013,3.0
vits_4367-0014,3.5
vits_4367-0015,2.0
vits_4367-0016,4.5
vits_4367-0017,5.0
vits_4367-0018,4.0
vits_4367-0019,4.333333333333333
vits_4367-0020,5.0
vits_4367-0021,4.0
vits_4367-0022,5.0
vits_4367-0024,4.0
vits_4367-0025,4.0
vits_4367-0026,5.0
vits_4367-0027,4.0
vits_4367-0028,2.0
vits_4367-0029,4.0
vits_4778-0000,4.0
vits_4778-0001,3.0
vits_4778-0002,3.5
vits_4778-0004,5.0
vits_4778-0006,4.0
vits_4778-0008,2.3333333333333335
