filepath,mos,condition,db
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0020.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_DI_DI_taco2hifigan-DI-0007.wav,1.0,noisy,taco2hifigan
./data/taco2hifigan/taco2hifigan-IR-0011.wav,2.0,synthesized,taco2hifigan
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0007.wav,3.0,noisy,taco2hifigan
./data/taco2hifigan/taco2hifigan-PE-0012.wav,3.5,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-MA-0027.wav,2.0,synthesized,taco2hifigan
./data/vits/vits_3976-0022.wav,2.5,synthesized,vits
./data/vits/vits_4783-0007.wav,1.0,synthesized,vits
./data/vits/vits_10670-0015.wav,3.5,synthesized,vits
./data/vits/vits_5705-0021.wav,5.0,synthesized,vits
./data/mls/10199_6390_000013.wav,2.0,librivox,ground_truth
./data/vits/vits_9351-0002.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-IR-0024.wav,1.0,synthesized,taco2griffinlim
./data/ground_truth/ground_truth_bz_bolsonaro_onu-0010.wav,4.0,profissional,ground_truth
./data/vits/vits_7028-0000.wav,5.0,synthesized,vits
./data/mls/4778_3962_000000.wav,5.0,librivox,ground_truth
./data/taco2hifigan/taco2hifigan-LI-0009.wav,5.0,synthesized,taco2hifigan
./data/ground_truth/ground_truth_bz_bolsonaro_onu-0015.wav,4.2,profissional,ground_truth
./data/vits/vits_7028-0017.wav,4.666666666666667,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-GS-0016.wav,3.0,synthesized,taco2griffinlim
./data/vits/vits_10107-0009.wav,4.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-GS-0000.wav,4.0,synthesized,taco2waveglow
./data/vits/vits_6601-0027.wav,4.0,synthesized,vits
./data/mls/10199_6390_000016.wav,4.666666666666667,librivox,ground_truth
./data/vits/vits_4783-0020.wav,3.0,synthesized,vits
./data/ground_truth/ground_truth_dr_onu-2012-0006.wav,4.25,profissional,ground_truth
./data/taco2waveglow/msc_d_tunner_taco2waveglow_1_19.wav,3.5,synthesized,taco2waveglow
./data/vits/vits_2959-0001.wav,5.0,synthesized,vits
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0026.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0018.wav,1.0,noisy,taco2hifigan
./data/mls/4783_3962_000005.wav,5.0,librivox,ground_truth
./data/noisy/noise-_input_output_DR_DR_taco2hifigan-DR-0020.wav,2.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-LU-0021.wav,1.0,synthesized,taco2griffinlim
./data/ground_truth/ground_truth_pe_isaura_f-0076.wav,4.333333333333333,profissional,ground_truth
./data/mls/2959_2564_000008.wav,5.0,librivox,ground_truth
./data/vits/vits_4367-0018.wav,4.0,synthesized,vits
./data/vits/vits_9351-0026.wav,2.5,synthesized,vits
./data/taco-gst2waveglow/msc_d_tunner_tacotron_gst_waveglow_1_2.wav,4.0,synthesized,taco_gst2waveglow
./data/vits/vits_10199-0014.wav,2.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-GM-0014.wav,3.0,synthesized,taco2griffinlim
./data/mls/9351_6390_000008.wav,4.5,librivox,ground_truth
./data/vits/vits_9217-0015.wav,3.5,synthesized,vits
./data/mls/5705_4744_000009.wav,5.0,librivox,ground_truth
./data/vits/vits_6700-0005.wav,4.5,synthesized,vits
./data/taco2hifigan/taco2hifigan-GM-0024.wav,4.0,synthesized,taco2hifigan
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0007.wav,2.0,noisy,taco2hifigan
./data/vits/vits_4783-0023.wav,2.0,synthesized,vits
./data/vits/vits_10199-0028.wav,3.0,synthesized,vits
./data/mls/3369_2564_000002.wav,4.0,librivox,ground_truth
./data/mls/5705_4744_000008.wav,4.0,librivox,ground_truth
./data/taco2hifigan/taco2hifigan-RC-0029.wav,4.5,synthesized,taco2hifigan
./data/vits/vits_3369-0028.wav,3.0,synthesized,vits
./data/noisy/noise-_input_output_LI_LI_taco2hifigan-LI-0005.wav,2.0,noisy,taco2hifigan
./data/vits/vits_3814-0027.wav,3.0,synthesized,vits
./data/ground_truth/ground_truth_lu_onu_2009-0016.wav,5.0,profissional,ground_truth
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0026.wav,3.0,noisy,taco2hifigan
./data/vits/vits_12865-0010.wav,5.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-LI-0005.wav,3.0,synthesized,taco2griffinlim
./data/mls/2961_2564_000017.wav,4.5,librivox,ground_truth
./data/ground_truth/ground_truth_msc_d_tunner_tacotron_gst_waveglow_isaura_f-0876.wav,4.9375,profissional,ground_truth
./data/taco2hifigan/taco2hifigan-BZ-0007.wav,4.333333333333333,synthesized,taco2hifigan
./data/mls/6581_5323_000001.wav,5.0,librivox,ground_truth
./data/noisy/noise-_input_output_LI_LI_taco2hifigan-LI-0002.wav,2.0,noisy,taco2hifigan
./data/mls/3369_2564_000000.wav,4.5,librivox,ground_truth
./data/noisy/noise-_input_output_MA_MA_taco2hifigan-MA-0013.wav,2.0,noisy,taco2hifigan
./data/vits/vits_2959-0005.wav,2.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-IR-0017.wav,1.0,synthesized,taco2griffinlim
./data/vits/vits_5103-0009.wav,5.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-LI-0023.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_9485-0003.wav,3.5,synthesized,vits
./data/mls/9485_6390_000005.wav,4.0,librivox,ground_truth
./data/mls/5888_4811_000001.wav,3.0,librivox,ground_truth
./data/taco-gst2waveglow/msc_d_tunner_tacotron_gst_waveglow_0_13.wav,4.0,synthesized,taco_gst2waveglow
./data/taco2griffinlim/taco2griffin_lim-DR-0009.wav,1.0,synthesized,taco2griffinlim
./data/vits/vits_6601-0001.wav,3.6666666666666665,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-LU-0022.wav,4.0,synthesized,taco2griffinlim
./data/taco-gst2waveglow/msc_d_tunner_tacotron_gst_waveglow_1_7.wav,5.0,synthesized,taco_gst2waveglow
./data/taco2hifigan/taco2hifigan-LN-0023.wav,2.333333333333333,synthesized,taco2hifigan
./data/vits/vits_12865-0026.wav,4.0,synthesized,vits
./data/ground_truth/ground_truth_gm_crime_pe_amaro-1073.wav,5.0,profissional,ground_truth
./data/taco2hifigan/taco2hifigan-LU-0000.wav,3.5,synthesized,taco2hifigan
./data/vits/vits_4801-0006.wav,4.333333333333333,synthesized,vits
./data/taco2hifigan/taco2hifigan-LN-0008.wav,2.0,synthesized,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-FN-0000.wav,2.0,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_PE_PE_taco2hifigan-PE-0008.wav,1.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-GM-0007.wav,3.0,synthesized,taco2griffinlim
./data/vits/vits_6207-0003.wav,5.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-DR-0016.wav,5.0,synthesized,taco2waveglow
./data/taco2griffinlim/taco2griffin_lim-MA-0010.wav,2.0,synthesized,taco2griffinlim
./data/ground_truth/ground_truth_gm_crime_pe_amaro-1067.wav,5.0,profissional,ground_truth
./data/taco-gst2waveglow/msc_d_tunner_tacotron_gst_waveglow_0_10.wav,3.8,synthesized,taco_gst2waveglow
./data/taco2hifigan/taco2hifigan-LU-0018.wav,4.0,synthesized,taco2hifigan
./data/taco-gst2waveglow/msc_d_tunner_tacotron_gst_waveglow_0_11.wav,4.5,synthesized,taco_gst2waveglow
./data/taco2waveglow/taco2waveglow-LU-0026.wav,2.0,synthesized,taco2waveglow
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0022.wav,1.3333333333333333,noisy,taco2hifigan
./data/vits/vits_5705-0009.wav,3.333333333333333,synthesized,vits
./data/taco2waveglow/taco2waveglow-PE-0005.wav,1.0,synthesized,taco2waveglow
./data/vits/vits_9485-0026.wav,4.0,synthesized,vits
./data/vits/vits_5705-0004.wav,2.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-LU-0019.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_6581-0015.wav,2.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-RC-0009.wav,3.0,synthesized,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-GS-0001.wav,2.6666666666666665,synthesized,taco2griffinlim
./data/mls/9485_6390_000012.wav,2.6666666666666665,librivox,ground_truth
./data/vits/vits_9485-0016.wav,5.0,synthesized,vits
./data/vits/vits_10199-0001.wav,3.0,synthesized,vits
./data/mls/12865_13396_000005.wav,4.0,librivox,ground_truth
./data/mls/8680_6390_000005.wav,3.0,librivox,ground_truth
./data/ground_truth/dataset_oficial_copel-0593.wav,4.333333333333333,profissional,ground_truth
./data/vits/vits_6581-0007.wav,5.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-PE-0021.wav,4.0,synthesized,taco2waveglow
./data/taco2hifigan/taco2hifigan-BZ-0024.wav,5.0,synthesized,taco2hifigan
./data/vits/vits_3427-0008.wav,2.5,synthesized,vits
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0010.wav,2.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-DR-0008.wav,2.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-DI-0009.wav,5.0,synthesized,taco2hifigan
./data/taco2waveglow/taco2waveglow-PE-0001.wav,3.0,synthesized,taco2waveglow
./data/taco2griffinlim/taco2griffin_lim-DR-0026.wav,2.0,synthesized,taco2griffinlim
./data/ground_truth/ground_truth_pe_isaura_f-0058.wav,5.0,profissional,ground_truth
./data/taco2hifigan/taco2hifigan-LU-0006.wav,3.0,synthesized,taco2hifigan
./data/vits/vits_4367-0015.wav,2.0,synthesized,vits
./data/mls/5068_3962_000002.wav,2.0,librivox,ground_truth
./data/taco2hifigan/taco2hifigan-MA-0005.wav,3.0,synthesized,taco2hifigan
./data/vits/vits_8680-0019.wav,5.0,synthesized,vits
./data/vits/vits_12249-0004.wav,4.0,synthesized,vits
./data/vits/vits_5103-0004.wav,5.0,synthesized,vits
./data/vits/vits_3814-0002.wav,3.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-LU-0010.wav,3.5,synthesized,taco2waveglow
./data/ground_truth/ground_truth_pe_isaura_f-0066.wav,4.5,profissional,ground_truth
./data/taco2griffinlim/taco2griffin_lim-FN-0028.wav,1.0,synthesized,taco2griffinlim
./data/ground_truth/ground_truth_msc_d_tunner_taco2waveglow_isaura_0407.wav,4.9,profissional,ground_truth
./data/ground_truth/ground_truth_gm_crime_pe_amaro-1060.wav,5.0,profissional,ground_truth
./data/taco2hifigan/taco2hifigan-IR-0001.wav,3.0,synthesized,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-IR-0013.wav,1.5,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0001.wav,2.0,noisy,taco2hifigan
./data/mls/4778_3962_000004.wav,5.0,librivox,ground_truth
./data/vits/vits_3814-0006.wav,3.0,synthesized,vits
./data/mls/9485_6390_000000.wav,4.0,librivox,ground_truth
./data/vits/vits_4801-0017.wav,3.0,synthesized,vits
./data/mls/8680_6390_000012.wav,4.0,librivox,ground_truth
./data/vits/vits_4367-0014.wav,3.5,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-LN-0028.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0028.wav,3.0,synthesized,taco2griffinlim
./data/vits/vits_5025-0015.wav,4.0,synthesized,vits
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0003.wav,1.0,noisy,taco2hifigan
./data/ground_truth/GS1-0011.wav,5.0,profissional,ground_truth
./data/taco2griffinlim/taco2griffin_lim-FN-0021.wav,5.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0018.wav,2.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-FN-0014.wav,2.0,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-DI-0027.wav,4.5,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-MA-0006.wav,2.5,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-MA-0011.wav,3.0,synthesized,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-BZ-0008.wav,3.0,synthesized,taco2griffinlim
./data/vits/vits_5677-0005.wav,3.5,synthesized,vits
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0008.wav,1.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-LI-0004.wav,1.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-RC-0027.wav,4.5,synthesized,taco2hifigan
./data/ground_truth/ground_truth_bz_bolsonaro_onu-0007.wav,5.0,profissional,ground_truth
./data/vits/vits_10670-0024.wav,2.0,synthesized,vits
./data/vits/vits_5888-0007.wav,2.0,synthesized,vits
./data/mls/2961_2564_000009.wav,3.5,librivox,ground_truth
./data/mls/5705_4744_000005.wav,4.5,librivox,ground_truth
./data/vits/vits_4801-0008.wav,4.0,synthesized,vits
./data/vits/vits_12249-0028.wav,5.0,synthesized,vits
./data/vits/vits_4801-0016.wav,2.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-LI-0003.wav,4.25,synthesized,taco2waveglow
./data/vits/vits_5705-0022.wav,4.0,synthesized,vits
./data/noisy/noise-_input_output_PE_PE_taco2hifigan-PE-0018.wav,1.0,noisy,taco2hifigan
./data/taco2hifigan/taco2hifigan-GM-0017.wav,5.0,synthesized,taco2hifigan
./data/vits/vits_6207-0018.wav,2.5,synthesized,vits
./data/taco2hifigan/taco2hifigan-LU-0005.wav,3.0,synthesized,taco2hifigan
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0001.wav,2.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-PE-0021.wav,4.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-LI-0025.wav,5.0,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-GM-0021.wav,5.0,synthesized,taco2hifigan
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0005.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0006.wav,2.0,noisy,taco2hifigan
./data/vits/vits_3427-0012.wav,2.0,synthesized,vits
./data/ground_truth/ground_truth_pe_isaura_f-0059.wav,5.0,profissional,ground_truth
./data/noisy/noise-_input_output_PE_PE_taco2hifigan-PE-0029.wav,4.0,noisy,taco2hifigan
./data/vits/vits_3814-0004.wav,3.0,synthesized,vits
./data/vits/vits_6700-0002.wav,3.6666666666666665,synthesized,vits
./data/taco2waveglow/taco2waveglow-LI-0014.wav,5.0,synthesized,taco2waveglow
./data/vits/vits_4367-0021.wav,4.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-GM-0010.wav,5.0,synthesized,taco2hifigan
./data/ground_truth/GS1-0005.wav,5.0,profissional,ground_truth
./data/mls/12249_8708_000015.wav,5.0,librivox,ground_truth
./data/taco2hifigan/taco2hifigan-IR-0000.wav,4.0,synthesized,taco2hifigan
./data/vits/vits_3976-0001.wav,3.5,synthesized,vits
./data/vits/vits_7028-0021.wav,3.0,synthesized,vits
./data/vits/vits_6581-0014.wav,3.0,synthesized,vits
./data/vits/vits_7028-0022.wav,3.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-RC-0015.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_12249-0007.wav,4.0,synthesized,vits
./data/vits/vits_8680-0010.wav,3.0,synthesized,vits
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0008.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0004.wav,3.0,noisy,taco2hifigan
./data/ground_truth/GS1-0015.wav,5.0,profissional,ground_truth
./data/ground_truth/ground_truth_lu_onu_2009-0015.wav,5.0,profissional,ground_truth
./data/vits/vits_6207-0007.wav,2.6666666666666665,synthesized,vits
./data/taco2waveglow/taco2waveglow-PE-0023.wav,4.5,synthesized,taco2waveglow
./data/vits/vits_12249-0022.wav,3.5,synthesized,vits
./data/taco2waveglow/taco2waveglow-PE-0024.wav,4.666666666666667,synthesized,taco2waveglow
./data/mls/3976_2564_000000.wav,4.0,librivox,ground_truth
./data/mls/2959_2564_000005.wav,1.0,librivox,ground_truth
./data/taco2hifigan/taco2hifigan-GM-0001.wav,4.5,synthesized,taco2hifigan
./data/vits/vits_8680-0007.wav,2.0,synthesized,vits
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0019.wav,2.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-LU-0016.wav,1.6666666666666667,synthesized,taco2griffinlim
./data/mls/2959_2564_000007.wav,5.0,librivox,ground_truth
./data/taco2waveglow/taco2waveglow-BZ-0024.wav,3.0,synthesized,taco2waveglow
./data/ground_truth/GS1-0020.wav,5.0,profissional,ground_truth
./data/vits/vits_5103-0001.wav,4.0,synthesized,vits
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0016.wav,3.0,noisy,taco2hifigan
./data/taco2waveglow/taco2waveglow-GM-0010.wav,3.0,synthesized,taco2waveglow
./data/vits/vits_8680-0022.wav,1.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-GS-0024.wav,5.0,synthesized,taco2hifigan
./data/vits/vits_10107-0012.wav,4.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-GS-0029.wav,4.0,synthesized,taco2waveglow
./data/vits/vits_5103-0022.wav,4.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-LI-0000.wav,4.5,synthesized,taco2hifigan
./data/ground_truth/ground_truth_msc_d_tunner_taco2waveglow_crime_pe_amaro-0572.wav,4.85,profissional,ground_truth
./data/mls/10199_6390_000009.wav,4.0,librivox,ground_truth
./data/taco2waveglow/msc_d_tunner_taco2waveglow_1_1.wav,3.75,synthesized,taco2waveglow
./data/mls/12865_13396_000000.wav,5.0,librivox,ground_truth
./data/ground_truth/ground_truth_bz_bolsonaro_onu-0017.wav,5.0,profissional,ground_truth
./data/mls/10107_6390_000012.wav,5.0,librivox,ground_truth
./data/noisy/noise-_input_output_MA_MA_taco2hifigan-MA-0014.wav,1.0,noisy,taco2hifigan
./data/vits/vits_5068-0028.wav,3.5,synthesized,vits
./data/ground_truth/ground_truth_bz_bolsonaro_onu-0019.wav,3.0,profissional,ground_truth
./data/taco2griffinlim/taco2griffin_lim-DI-0011.wav,3.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-LN-0000.wav,3.0,synthesized,taco2hifigan
./data/vits/vits_2961-0004.wav,3.0,synthesized,vits
./data/mls/4367_3648_000001.wav,5.0,librivox,ground_truth
./data/taco2griffinlim/taco2griffin_lim-DI-0003.wav,3.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-BZ-0017.wav,3.0,synthesized,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-RC-0005.wav,1.0,synthesized,taco2griffinlim
./data/vits/vits_3427-0005.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-RC-0006.wav,1.6666666666666667,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_LI_LI_taco2hifigan-LI-0019.wav,1.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-IR-0012.wav,1.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-DR-0013.wav,3.5,synthesized,taco2hifigan
./data/mls/9217_6390_000007.wav,4.0,librivox,ground_truth
./data/taco2waveglow/taco2waveglow-LI-0009.wav,5.0,synthesized,taco2waveglow
./data/noisy/noise-_input_output_LU_LU_taco2hifigan-LU-0005.wav,3.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LI_LI_taco2hifigan-LI-0004.wav,2.5,noisy,taco2hifigan
./data/vits/vits_6601-0024.wav,3.0,synthesized,vits
./data/mls/5705_4744_000007.wav,5.0,librivox,ground_truth
./data/noisy/noise-_input_output_LN_LN_taco2hifigan-LN-0010.wav,2.0,noisy,taco2hifigan
./data/taco2hifigan/taco2hifigan-MA-0016.wav,3.0,synthesized,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-FN-0027.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0027.wav,3.0,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_DI_DI_taco2hifigan-DI-0012.wav,1.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-DR-0000.wav,1.0,synthesized,taco2griffinlim
./data/mls/2959_2564_000018.wav,5.0,librivox,ground_truth
./data/taco2griffinlim/taco2griffin_lim-PE-0001.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0013.wav,1.0,synthesized,taco2griffinlim
./data/ground_truth/ground_truth_lu_onu_2009-0010.wav,5.0,profissional,ground_truth
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0025.wav,1.6666666666666667,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-DI-0016.wav,4.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0002.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0008.wav,2.5,synthesized,taco2griffinlim
./data/mls/2961_2564_000010.wav,4.0,librivox,ground_truth
./data/taco2hifigan/taco2hifigan-LU-0013.wav,4.0,synthesized,taco2hifigan
./data/vits/vits_5025-0001.wav,3.6666666666666665,synthesized,vits
./data/noisy/noise-_input_output_PE_PE_taco2hifigan-PE-0001.wav,2.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-IR-0005.wav,1.0,synthesized,taco2griffinlim
./data/taco-gst2waveglow/msc_d_tunner_tacotron_gst_waveglow_1_3.wav,4.0,synthesized,taco_gst2waveglow
./data/vits/vits_10670-0018.wav,4.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-BZ-0016.wav,2.333333333333333,synthesized,taco2hifigan
./data/ground_truth/dataset_oficial_copel-0607.wav,4.0,profissional,ground_truth
./data/taco2griffinlim/taco2griffin_lim-LU-0005.wav,2.5,synthesized,taco2griffinlim
./data/ground_truth/ground_truth_pe_isaura_f-0060.wav,5.0,profissional,ground_truth
./data/vits/vits_4783-0028.wav,3.333333333333333,synthesized,vits
./data/vits/vits_5025-0021.wav,3.0,synthesized,vits
./data/vits/vits_5888-0027.wav,3.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-GM-0022.wav,5.0,synthesized,taco2waveglow
./data/taco2hifigan/taco2hifigan-LI-0014.wav,5.0,synthesized,taco2hifigan
./data/vits/vits_9485-0023.wav,1.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-GS-0009.wav,2.5,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_GM_GM_taco2hifigan-GM-0010.wav,3.0,noisy,taco2hifigan
./data/vits/vits_2961-0006.wav,3.0,synthesized,vits
./data/vits/vits_6207-0028.wav,3.0,synthesized,vits
./data/vits/vits_4801-0011.wav,4.0,synthesized,vits
./data/taco-gst2waveglow/msc_d_tunner_tacotron_gst_waveglow_0_3.wav,3.6,synthesized,taco_gst2waveglow
./data/mls/10199_6390_000000.wav,4.0,librivox,ground_truth
./data/vits/vits_5068-0025.wav,3.5,synthesized,vits
./data/taco2hifigan/taco2hifigan-GM-0011.wav,5.0,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-LI-0019.wav,3.0,synthesized,taco2hifigan
./data/vits/vits_9217-0013.wav,5.0,synthesized,vits
./data/vits/vits_4367-0007.wav,3.0,synthesized,vits
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0012.wav,1.0,noisy,taco2hifigan
./data/vits/vits_8680-0009.wav,1.0,synthesized,vits
./data/vits/vits_9485-0007.wav,2.0,synthesized,vits
./data/vits/vits_7028-0008.wav,2.0,synthesized,vits
./data/vits/vits_3427-0006.wav,3.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-IR-0014.wav,1.0,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_GM_GM_taco2hifigan-GM-0017.wav,1.0,noisy,taco2hifigan
./data/taco2waveglow/taco2waveglow-LI-0002.wav,4.0,synthesized,taco2waveglow
./data/taco2griffinlim/taco2griffin_lim-DR-0017.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0010.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_4778-0005.wav,5.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-LI-0029.wav,4.5,synthesized,taco2hifigan
./data/ground_truth/ground_truth_pe_isaura_f-0067.wav,5.0,profissional,ground_truth
./data/vits/vits_5025-0005.wav,3.5,synthesized,vits
./data/ground_truth/ground_truth_lu_onu_2009-0004.wav,2.0,profissional,ground_truth
./data/taco2waveglow/taco2waveglow-PE-0014.wav,5.0,synthesized,taco2waveglow
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0017.wav,2.5,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-LI-0017.wav,2.0,synthesized,taco2griffinlim
./data/taco2waveglow/taco2waveglow-GM-0002.wav,4.0,synthesized,taco2waveglow
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0025.wav,3.0,noisy,taco2hifigan
./data/vits/vits_4783-0006.wav,4.0,synthesized,vits
./data/vits/vits_6700-0028.wav,1.5,synthesized,vits
./data/noisy/noise-_input_output_DI_DI_taco2hifigan-DI-0028.wav,1.5,noisy,taco2hifigan
./data/taco2waveglow/taco2waveglow-LI-0029.wav,4.0,synthesized,taco2waveglow
./data/vits/vits_3427-0021.wav,3.0,synthesized,vits
./data/vits/vits_4801-0009.wav,3.5,synthesized,vits
./data/taco2waveglow/taco2waveglow-GS-0011.wav,4.0,synthesized,taco2waveglow
./data/taco2hifigan/taco2hifigan-DR-0019.wav,4.0,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-IR-0025.wav,3.0,synthesized,taco2hifigan
./data/ground_truth/ground_truth_msc_d_tunner_taco2waveglow_crime_pe_amaro-1523.wav,5.0,profissional,ground_truth
./data/taco2hifigan/taco2hifigan-LI-0021.wav,5.0,synthesized,taco2hifigan
./data/vits/vits_9217-0021.wav,3.0,synthesized,vits
./data/vits/vits_2961-0029.wav,4.0,synthesized,vits
./data/vits/vits_5103-0010.wav,3.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-LU-0026.wav,2.0,synthesized,taco2griffinlim
./data/mls/2959_2564_000001.wav,5.0,librivox,ground_truth
./data/taco2hifigan/taco2hifigan-PE-0027.wav,4.333333333333333,synthesized,taco2hifigan
./data/vits/vits_5068-0012.wav,2.0,synthesized,vits
./data/vits/vits_3976-0025.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-IR-0025.wav,4.0,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_DR_DR_taco2hifigan-DR-0009.wav,4.0,noisy,taco2hifigan
./data/mls/6207_5270_000016.wav,3.0,librivox,ground_truth
./data/vits/vits_5677-0027.wav,4.0,synthesized,vits
./data/vits/vits_5705-0016.wav,4.0,synthesized,vits
./data/vits/vits_6601-0005.wav,4.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-LU-0017.wav,5.0,synthesized,taco2waveglow
